customer_id,age_range,marital_status,family_size,income_bracket
21668,46-60,Unknown,5,12
21669,18-25,Divorced,1,4
21670,26-35,Divorced,3,9
21671,18-25,Married,3,12
21672,26-35,Divorced,3,6
21673,36-45,Single,4,6
21674,60+,Divorced,1,12
21675,46-60,Married,5,10
21676,46-60,Unknown,5,3
21677,36-45,Divorced,3,10
21678,36-45,Married,1,3
21679,26-35,Single,2,10
21680,18-25,Divorced,2,12
21681,60+,Unknown,3,5
21682,26-35,Divorced,2,11
21683,36-45,Divorced,5,2
21684,18-25,Unknown,3,9
21685,60+,Unknown,2,5
21686,36-45,Married,4,1
21687,18-25,Single,1,12
21688,46-60,Single,1,6
21689,26-35,Unknown,2,4
21690,46-60,Single,1,1
21691,60+,Single,3,2
21692,36-45,Divorced,5,1
21693,18-25,Single,4,5
21694,26-35,Unknown,4,4
21695,60+,Divorced,3,5
21696,26-35,Divorced,4,5
21697,36-45,Divorced,2,3
21698,36-45,Married,3,10
21699,60+,Married,3,10
21700,18-25,Unknown,2,3
21701,36-45,Married,5,3
21702,26-35,Unknown,2,8
21703,36-45,Married,5,1
21704,26-35,Unknown,1,6
21705,36-45,Single,5,3
21706,46-60,Unknown,1,7
21707,26-35,Married,1,4
21708,18-25,Unknown,2,2
21709,26-35,Divorced,1,1
21710,18-25,Single,2,2
21711,26-35,Single,2,3
21712,36-45,Married,1,5
21713,36-45,Married,1,2
21714,36-45,Married,1,11
21715,18-25,Married,2,3
21716,18-25,Unknown,5,4
21717,46-60,Divorced,2,3
21718,18-25,Single,4,6
21719,46-60,Unknown,4,5
21720,18-25,Married,3,7
21721,46-60,Unknown,2,2
21722,60+,Unknown,4,9
21723,18-25,Married,2,6
21724,26-35,Divorced,2,6
21725,60+,Divorced,3,10
21726,18-25,Married,4,2
21727,36-45,Unknown,2,2
21728,36-45,Unknown,2,11
21729,46-60,Single,2,5
21730,26-35,Unknown,2,2
21731,26-35,Married,3,5
21732,36-45,Unknown,3,5
21733,18-25,Single,5,11
21734,36-45,Single,1,6
21735,18-25,Unknown,5,10
21736,36-45,Married,4,10
21737,60+,Single,5,7
21738,46-60,Unknown,2,12
21739,60+,Single,4,1
21740,18-25,Divorced,3,12
21741,26-35,Divorced,3,10
21742,26-35,Divorced,4,3
21743,36-45,Divorced,3,9
21744,60+,Unknown,2,9
21745,46-60,Divorced,5,8
21746,46-60,Divorced,5,11
21747,26-35,Single,1,12
21748,36-45,Single,4,5
21749,36-45,Married,4,2
21750,60+,Divorced,4,1
21751,60+,Single,2,2
21752,18-25,Unknown,3,11
21753,18-25,Divorced,3,5
21754,18-25,Single,5,7
21755,60+,Unknown,2,12
21756,26-35,Married,5,12
21757,18-25,Single,1,3
21758,26-35,Married,3,7
21759,18-25,Unknown,4,5
21760,46-60,Divorced,3,12
21761,18-25,Single,3,6
21762,46-60,Married,4,11
21763,46-60,Unknown,5,8
21764,26-35,Divorced,1,5
21765,46-60,Single,1,9
21766,46-60,Divorced,5,12
21767,46-60,Unknown,4,7
21768,18-25,Married,1,9
21769,60+,Unknown,4,1
21770,36-45,Married,2,3
21771,46-60,Single,3,11
21772,26-35,Divorced,5,9
21773,26-35,Unknown,2,4
21774,18-25,Married,5,6
21775,36-45,Single,1,6
21776,36-45,Single,2,9
21777,26-35,Divorced,5,3
21778,36-45,Unknown,5,2
21779,46-60,Divorced,3,8
21780,46-60,Single,4,11
21781,60+,Married,4,10
21782,46-60,Single,2,4
21783,46-60,Married,2,6
21784,60+,Divorced,1,10
21785,60+,Divorced,1,5
21786,36-45,Single,3,11
21787,26-35,Married,5,10
21788,36-45,Single,2,10
21789,18-25,Divorced,3,12
21790,36-45,Married,2,12
21791,46-60,Divorced,4,11
21792,46-60,Unknown,5,3
21793,18-25,Unknown,1,1
21794,36-45,Single,2,3
21795,46-60,Unknown,5,4
21796,60+,Divorced,3,12
21797,18-25,Divorced,2,12
21798,60+,Divorced,1,3
21799,46-60,Married,5,11
21800,46-60,Single,2,12
21801,46-60,Divorced,4,7
21802,36-45,Divorced,3,5
21803,60+,Single,4,4
21804,60+,Unknown,2,8
21805,18-25,Unknown,1,4
21806,46-60,Married,1,10
21807,36-45,Divorced,2,9
21808,18-25,Married,4,3
21809,60+,Married,3,3
21810,26-35,Single,3,9
21811,26-35,Married,4,4
21812,26-35,Unknown,1,8
21813,36-45,Unknown,2,7
21814,26-35,Unknown,2,5
21815,36-45,Divorced,2,8
21816,36-45,Divorced,1,10
21817,60+,Single,1,6
21818,18-25,Married,4,3
21819,36-45,Unknown,3,2
21820,60+,Married,5,3
21821,60+,Single,4,11
21822,60+,Unknown,5,5
21823,18-25,Divorced,5,9
21824,18-25,Single,5,1
21825,36-45,Divorced,4,3
21826,26-35,Single,1,6
21827,36-45,Divorced,5,11
21828,26-35,Single,1,6
21829,26-35,Divorced,4,2
21830,60+,Married,5,8
21831,36-45,Single,1,12
21832,36-45,Divorced,1,1
21833,60+,Married,2,12
21834,60+,Unknown,4,8
21835,18-25,Divorced,2,12
21836,36-45,Single,3,8
21837,26-35,Divorced,2,12
21838,26-35,Unknown,2,12
21839,18-25,Unknown,3,10
21840,60+,Married,1,11
21841,36-45,Divorced,5,11
21842,18-25,Divorced,3,7
21843,46-60,Married,5,12
21844,26-35,Married,1,3
21845,46-60,Married,2,4
21846,18-25,Divorced,4,11
21847,18-25,Single,4,11
21848,46-60,Unknown,1,2
21849,46-60,Unknown,5,3
21850,26-35,Divorced,4,5
21851,26-35,Married,1,9
21852,46-60,Divorced,3,3
21853,18-25,Married,2,5
21854,18-25,Divorced,2,12
21855,18-25,Unknown,3,1
21856,18-25,Unknown,1,4
21857,46-60,Married,1,10
21858,60+,Married,4,1
21859,46-60,Divorced,3,6
21860,26-35,Unknown,5,1
21861,60+,Unknown,1,9
21862,46-60,Divorced,2,6
21863,60+,Unknown,1,1
21864,36-45,Unknown,1,11
21865,18-25,Divorced,1,2
21866,26-35,Unknown,1,7
21867,46-60,Unknown,2,12
21868,36-45,Divorced,1,9
21869,18-25,Unknown,3,1
21870,46-60,Unknown,2,7
21871,60+,Single,4,1
21872,26-35,Single,1,6
21873,60+,Divorced,3,2
21874,36-45,Married,2,10
21875,60+,Single,3,5
21876,46-60,Single,4,6
21877,60+,Divorced,3,11
21878,36-45,Single,1,6
21879,26-35,Married,4,1
21880,36-45,Married,4,3
21881,46-60,Unknown,1,7
21882,46-60,Single,2,2
21883,18-25,Unknown,1,9
21884,46-60,Married,3,10
21885,46-60,Divorced,4,8
21886,26-35,Unknown,1,7
21887,18-25,Married,2,12
21888,26-35,Unknown,3,10
21889,18-25,Single,3,9
21890,26-35,Divorced,3,11
21891,46-60,Married,2,7
21892,18-25,Unknown,3,3
21893,26-35,Unknown,4,8
21894,18-25,Single,4,7
21895,60+,Divorced,5,4
21896,26-35,Unknown,1,12
21897,18-25,Married,4,4
21898,18-25,Unknown,3,3
21899,36-45,Single,1,1
21900,36-45,Divorced,5,1
21901,46-60,Divorced,4,4
21902,18-25,Divorced,2,7
21903,46-60,Unknown,2,5
21904,26-35,Married,5,3
21905,60+,Divorced,3,8
21906,60+,Divorced,3,2
21907,26-35,Married,2,9
21908,60+,Unknown,4,5
21909,18-25,Unknown,4,8
21910,18-25,Divorced,3,5
21911,18-25,Married,5,4
21912,18-25,Divorced,2,11
21913,46-60,Married,2,3
21914,60+,Unknown,4,6
21915,18-25,Unknown,2,5
21916,60+,Unknown,1,7
21917,46-60,Divorced,2,11
21918,18-25,Unknown,3,1
21919,46-60,Divorced,3,3
21920,36-45,Single,3,4
21921,18-25,Married,3,2
21922,18-25,Married,4,9
21923,18-25,Married,4,2
21924,60+,Married,2,8
21925,36-45,Single,3,11
21926,26-35,Divorced,3,6
21927,36-45,Unknown,2,8
21928,26-35,Married,3,5
21929,36-45,Divorced,5,3
21930,46-60,Single,3,4
21931,60+,Divorced,4,1
21932,36-45,Married,5,6
21933,26-35,Unknown,5,2
21934,60+,Unknown,3,5
21935,26-35,Single,4,5
21936,36-45,Divorced,4,3
21937,46-60,Divorced,1,9
21938,36-45,Unknown,1,5
21939,36-45,Single,1,12
21940,60+,Married,4,6
21941,18-25,Divorced,5,11
21942,46-60,Divorced,4,3
21943,46-60,Single,1,10
21944,46-60,Married,3,7
21945,18-25,Married,5,9
21946,46-60,Divorced,3,10
21947,36-45,Divorced,3,1
21948,26-35,Single,4,11
21949,60+,Unknown,4,11
21950,60+,Married,3,1
21951,36-45,Unknown,3,12
21952,26-35,Unknown,3,5
21953,46-60,Divorced,4,5
21954,46-60,Divorced,5,8
21955,46-60,Divorced,4,3
21956,60+,Single,5,12
21957,26-35,Divorced,2,9
21958,18-25,Single,2,12
21959,60+,Single,3,7
21960,46-60,Married,1,11
21961,60+,Married,1,5
21962,26-35,Divorced,1,8
21963,60+,Unknown,1,7
21964,36-45,Divorced,4,9
21965,36-45,Unknown,2,4
21966,18-25,Married,4,10
21967,36-45,Married,4,5
21968,26-35,Single,5,3
21969,60+,Divorced,4,4
21970,26-35,Divorced,1,1
21971,60+,Single,3,3
21972,60+,Divorced,2,10
21973,36-45,Unknown,4,7
21974,46-60,Unknown,4,4
21975,26-35,Divorced,5,1
21976,60+,Single,3,11
21977,26-35,Divorced,1,7
21978,36-45,Married,3,3
21979,26-35,Single,5,3
21980,26-35,Married,5,3
21981,26-35,Married,4,6
21982,46-60,Divorced,5,10
21983,46-60,Married,2,5
21984,36-45,Unknown,4,10
21985,60+,Married,3,5
21986,18-25,Unknown,1,5
21987,36-45,Married,2,9
21988,26-35,Married,1,12
21989,26-35,Unknown,5,11
21990,36-45,Single,2,12
21991,18-25,Divorced,1,5
21992,26-35,Unknown,3,3
21993,46-60,Divorced,2,4
21994,26-35,Married,3,5
21995,26-35,Single,5,1
21996,60+,Single,2,4
21997,18-25,Divorced,1,10
21998,18-25,Single,2,7
21999,46-60,Divorced,2,2
22000,36-45,Divorced,4,4
22001,26-35,Single,4,5
22002,46-60,Single,1,4
22003,36-45,Single,3,4
22004,36-45,Unknown,1,12
22005,26-35,Single,3,12
22006,36-45,Married,5,2
22007,26-35,Married,4,10
22008,46-60,Married,3,9
22009,36-45,Married,5,6
22010,26-35,Married,3,1
22011,18-25,Single,1,3
22012,46-60,Unknown,5,5
22013,60+,Single,5,9
22014,36-45,Married,5,4
22015,60+,Married,5,4
22016,26-35,Single,3,7
22017,60+,Divorced,3,9
22018,26-35,Divorced,4,12
22019,26-35,Unknown,2,6
22020,26-35,Single,4,6
22021,36-45,Divorced,1,3
22022,46-60,Single,4,7
22023,46-60,Married,2,7
22024,26-35,Divorced,5,1
22025,26-35,Married,2,2
22026,18-25,Single,4,4
22027,46-60,Divorced,3,9
22028,26-35,Single,5,12
22029,60+,Married,2,6
22030,60+,Unknown,2,5
22031,36-45,Single,3,10
22032,26-35,Married,1,10
22033,36-45,Unknown,4,9
22034,46-60,Married,4,11
22035,46-60,Married,1,11
22036,46-60,Divorced,4,3
22037,18-25,Divorced,3,8
22038,60+,Married,5,5
22039,46-60,Married,2,7
22040,46-60,Unknown,5,7
22041,18-25,Divorced,5,2
22042,26-35,Married,4,6
22043,46-60,Married,3,5
22044,36-45,Married,4,10
22045,26-35,Divorced,1,5
22046,26-35,Unknown,3,7
22047,18-25,Divorced,4,11
22048,26-35,Married,2,3
22049,26-35,Divorced,5,2
22050,46-60,Divorced,4,9
22051,36-45,Married,1,11
22052,36-45,Unknown,2,2
22053,46-60,Divorced,2,1
22054,26-35,Divorced,3,4
22055,46-60,Married,2,10
22056,46-60,Divorced,5,1
22057,26-35,Married,4,9
22058,60+,Single,1,2
22059,36-45,Unknown,4,10
22060,26-35,Married,4,1
22061,26-35,Married,4,3
22062,36-45,Unknown,5,1
22063,18-25,Unknown,5,9
22064,26-35,Single,4,7
22065,60+,Unknown,4,1
22066,18-25,Unknown,4,7
22067,60+,Married,1,5
22068,46-60,Unknown,4,2
22069,36-45,Unknown,5,7
22070,46-60,Divorced,1,7
22071,18-25,Single,4,7
22072,46-60,Single,3,5
22073,26-35,Single,5,7
22074,18-25,Unknown,5,12
22075,36-45,Single,4,7
22076,26-35,Unknown,1,6
22077,36-45,Unknown,2,11
22078,46-60,Married,2,7
22079,18-25,Married,4,4
22080,60+,Unknown,1,6
22081,26-35,Unknown,1,8
22082,18-25,Divorced,4,4
22083,36-45,Divorced,4,9
22084,36-45,Single,2,2
22085,46-60,Single,3,1
22086,36-45,Married,5,11
22087,46-60,Single,3,8
22088,36-45,Married,5,11
22089,60+,Married,3,6
22090,60+,Unknown,4,6
22091,46-60,Single,5,8
22092,26-35,Married,5,11
22093,46-60,Single,4,9
22094,60+,Divorced,3,8
22095,36-45,Unknown,2,1
22096,18-25,Divorced,5,5
22097,18-25,Single,1,12
22098,36-45,Unknown,4,5
22099,46-60,Married,1,6
22100,26-35,Married,5,10
22101,26-35,Unknown,3,7
22102,60+,Divorced,5,1
22103,18-25,Married,1,11
22104,18-25,Divorced,1,3
22105,36-45,Single,3,2
22106,46-60,Married,3,2
22107,18-25,Divorced,2,7
22108,26-35,Divorced,5,8
22109,60+,Unknown,3,7
22110,46-60,Married,5,8
22111,60+,Married,4,5
22112,46-60,Divorced,1,2
22113,60+,Unknown,2,1
22114,46-60,Unknown,2,8
22115,18-25,Divorced,3,3
22116,26-35,Unknown,1,11
22117,18-25,Single,5,10
22118,60+,Divorced,5,11
22119,36-45,Divorced,3,12
22120,26-35,Unknown,4,5
22121,26-35,Single,1,11
22122,60+,Divorced,2,7
22123,26-35,Single,5,6
22124,46-60,Married,5,10
22125,46-60,Single,3,1
22126,36-45,Divorced,3,5
22127,60+,Single,1,9
22128,36-45,Unknown,2,9
22129,18-25,Unknown,4,3
22130,36-45,Single,4,8
22131,46-60,Unknown,5,8
22132,36-45,Single,5,2
22133,26-35,Divorced,5,8
22134,26-35,Married,1,1
22135,36-45,Divorced,4,2
22136,46-60,Divorced,5,12
22137,46-60,Married,1,2
22138,26-35,Married,1,8
22139,36-45,Unknown,2,7
22140,60+,Divorced,1,4
22141,26-35,Married,2,8
22142,36-45,Divorced,2,2
22143,46-60,Unknown,1,9
22144,18-25,Unknown,2,2
22145,46-60,Unknown,1,11
22146,46-60,Unknown,2,5
22147,46-60,Divorced,4,4
22148,60+,Divorced,3,6
22149,60+,Single,1,4
22150,46-60,Unknown,3,11
22151,26-35,Divorced,2,7
22152,46-60,Divorced,1,2
22153,26-35,Divorced,5,3
22154,18-25,Married,4,12
22155,18-25,Unknown,5,8
22156,36-45,Divorced,5,3
22157,26-35,Married,4,11
22158,36-45,Divorced,1,10
22159,60+,Divorced,2,5
22160,46-60,Divorced,3,11
22161,46-60,Divorced,2,1
22162,18-25,Divorced,3,6
22163,46-60,Divorced,5,3
22164,46-60,Unknown,5,8
22165,60+,Divorced,5,7
22166,26-35,Single,2,3
22167,46-60,Married,2,9
22168,46-60,Unknown,5,4
22169,36-45,Single,3,6
22170,18-25,Single,1,6
22171,18-25,Married,4,11
22172,46-60,Married,3,2
22173,18-25,Unknown,1,11
22174,46-60,Married,3,9
22175,18-25,Married,1,11
22176,46-60,Single,2,10
22177,36-45,Single,1,3
22178,46-60,Single,1,12
22179,26-35,Divorced,4,8
22180,26-35,Divorced,4,9
22181,26-35,Married,4,3
22182,60+,Married,1,6
22183,36-45,Single,5,4
22184,60+,Married,4,7
22185,60+,Married,5,6
22186,46-60,Divorced,2,6
22187,18-25,Married,2,3
22188,46-60,Unknown,4,7
22189,46-60,Unknown,5,7
22190,60+,Unknown,3,9
22191,36-45,Unknown,5,8
22192,26-35,Single,1,9
22193,26-35,Married,2,1
22194,26-35,Divorced,3,6
22195,36-45,Unknown,3,1
22196,26-35,Divorced,3,3
22197,36-45,Unknown,4,2
22198,60+,Married,5,4
22199,26-35,Divorced,5,10
22200,18-25,Unknown,5,3
22201,46-60,Divorced,3,9
22202,18-25,Divorced,2,3
22203,18-25,Unknown,5,10
22204,60+,Unknown,5,9
22205,46-60,Divorced,5,3
22206,60+,Single,2,4
22207,18-25,Divorced,1,8
22208,36-45,Married,1,10
22209,60+,Single,4,2
22210,26-35,Unknown,4,10
22211,60+,Divorced,1,5
22212,60+,Divorced,3,8
22213,36-45,Single,1,2
22214,36-45,Married,5,9
22215,36-45,Unknown,2,3
22216,36-45,Single,4,2
22217,26-35,Married,3,1
22218,26-35,Divorced,5,11
22219,46-60,Married,1,10
22220,36-45,Married,2,10
22221,36-45,Divorced,3,2
22222,18-25,Unknown,4,12
22223,60+,Unknown,2,2
22224,46-60,Unknown,1,4
22225,60+,Divorced,5,12
22226,46-60,Single,5,7
22227,46-60,Divorced,5,3
22228,26-35,Married,2,11
22229,46-60,Single,2,11
22230,26-35,Single,5,3
22231,60+,Single,5,6
22232,60+,Divorced,1,12
22233,26-35,Divorced,2,7
22234,60+,Divorced,3,8
22235,46-60,Married,2,6
22236,18-25,Unknown,4,5
22237,26-35,Unknown,5,10
22238,26-35,Unknown,4,6
22239,36-45,Unknown,4,4
22240,60+,Divorced,3,4
22241,18-25,Single,2,7
22242,60+,Married,5,7
22243,46-60,Single,1,3
22244,36-45,Divorced,3,7
22245,18-25,Married,2,1
22246,60+,Married,3,8
22247,60+,Married,2,1
22248,36-45,Single,4,11
22249,36-45,Divorced,1,11
22250,36-45,Married,2,7
22251,26-35,Divorced,4,3
22252,46-60,Unknown,3,4
22253,60+,Single,2,2
22254,46-60,Divorced,2,4
22255,18-25,Unknown,4,1
22256,36-45,Divorced,4,10
22257,18-25,Single,1,8
22258,36-45,Married,3,4
22259,60+,Married,2,10
22260,18-25,Married,1,10
22261,60+,Married,4,8
22262,46-60,Unknown,2,8
22263,46-60,Single,3,5
22264,46-60,Divorced,3,3
22265,36-45,Married,2,12
22266,18-25,Single,1,10
22267,60+,Unknown,3,2
22268,36-45,Married,2,6
22269,46-60,Married,3,12
22270,60+,Divorced,4,12
22271,18-25,Divorced,5,8
22272,36-45,Married,2,6
22273,18-25,Married,4,3
22274,60+,Married,5,1
22275,36-45,Single,5,1
22276,36-45,Single,1,10
22277,18-25,Married,5,5
22278,18-25,Married,4,2
22279,18-25,Married,4,4
22280,18-25,Single,2,11
22281,46-60,Unknown,3,7
22282,26-35,Married,5,4
22283,26-35,Unknown,1,12
22284,26-35,Single,3,7
22285,60+,Divorced,3,7
22286,36-45,Married,3,5
22287,60+,Married,2,6
22288,36-45,Divorced,3,10
22289,26-35,Single,5,2
22290,60+,Divorced,1,3
22291,36-45,Married,4,4
22292,26-35,Unknown,4,5
22293,18-25,Divorced,1,9
22294,46-60,Unknown,5,9
22295,36-45,Married,5,9
22296,26-35,Married,5,11
22297,36-45,Single,4,9
22298,46-60,Single,2,1
22299,26-35,Married,5,12
22300,26-35,Married,3,3
22301,36-45,Married,5,5
22302,46-60,Married,1,10
22303,46-60,Unknown,1,9
22304,36-45,Married,1,12
22305,36-45,Unknown,5,11
22306,18-25,Unknown,4,5
22307,46-60,Unknown,5,1
22308,18-25,Divorced,3,2
22309,36-45,Unknown,1,7
22310,36-45,Unknown,1,8
22311,46-60,Unknown,1,9
22312,18-25,Divorced,2,2
22313,46-60,Divorced,5,1
22314,60+,Married,4,8
22315,26-35,Unknown,2,12
22316,36-45,Single,1,6
22317,60+,Unknown,4,1
22318,36-45,Unknown,4,2
22319,46-60,Divorced,2,11
22320,36-45,Married,4,9
22321,36-45,Unknown,3,9
22322,18-25,Unknown,4,3
22323,60+,Divorced,3,5
22324,36-45,Single,2,9
22325,60+,Unknown,4,7
22326,26-35,Divorced,2,3
22327,18-25,Unknown,3,8
22328,18-25,Divorced,3,8
22329,36-45,Unknown,1,1
22330,46-60,Married,2,4
22331,60+,Single,5,6
22332,60+,Divorced,4,9
22333,46-60,Single,1,2
22334,26-35,Single,5,11
22335,26-35,Single,2,7
22336,46-60,Divorced,1,1
22337,26-35,Divorced,2,3
22338,18-25,Married,1,4
22339,26-35,Divorced,1,6
22340,18-25,Unknown,1,11
22341,46-60,Unknown,1,9
22342,26-35,Married,1,3
22343,60+,Single,4,1
22344,36-45,Married,4,2
22345,60+,Married,5,1
22346,36-45,Unknown,2,10
22347,46-60,Divorced,3,10
22348,26-35,Married,1,12
22349,36-45,Single,3,3
22350,26-35,Unknown,5,4
22351,18-25,Married,2,2
22352,18-25,Married,5,10
22353,36-45,Single,1,4
22354,36-45,Unknown,3,1
22355,36-45,Single,4,6
22356,26-35,Single,1,2
22357,46-60,Single,2,7
22358,46-60,Divorced,3,5
22359,26-35,Single,3,4
22360,46-60,Single,3,5
22361,36-45,Unknown,2,5
22362,60+,Single,3,7
22363,18-25,Single,5,11
22364,46-60,Married,5,9
22365,60+,Divorced,1,8
22366,36-45,Married,1,1
22367,46-60,Single,1,2
22368,36-45,Single,2,9
22369,46-60,Single,3,8
22370,60+,Married,4,7
22371,60+,Married,1,2
22372,60+,Divorced,5,8
22373,26-35,Divorced,4,3
22374,36-45,Unknown,5,7
22375,26-35,Divorced,3,9
22376,60+,Married,5,5
22377,60+,Married,4,4
22378,36-45,Divorced,3,8
22379,46-60,Single,4,6
22380,46-60,Married,2,12
22381,36-45,Divorced,3,5
22382,60+,Divorced,4,7
22383,60+,Unknown,1,11
22384,46-60,Unknown,4,2
22385,60+,Unknown,4,8
22386,46-60,Unknown,4,4
22387,36-45,Unknown,5,12
22388,26-35,Unknown,2,10
22389,18-25,Married,5,3
22390,36-45,Unknown,4,1
22391,26-35,Unknown,1,3
22392,26-35,Divorced,2,3
22393,36-45,Divorced,2,4
22394,46-60,Unknown,4,10
22395,60+,Divorced,2,9
22396,46-60,Married,3,9
22397,18-25,Unknown,3,1
22398,26-35,Married,1,8
22399,60+,Single,3,10
22400,60+,Single,5,7
22401,26-35,Divorced,5,5
22402,60+,Unknown,3,7
22403,36-45,Married,1,1
22404,60+,Married,5,7
22405,18-25,Married,1,12
22406,46-60,Unknown,3,6
22407,46-60,Single,1,11
22408,18-25,Single,1,12
22409,60+,Divorced,5,10
22410,18-25,Married,5,10
22411,36-45,Divorced,5,11
22412,46-60,Unknown,5,7
22413,36-45,Unknown,4,4
22414,46-60,Divorced,3,12
22415,26-35,Single,2,5
22416,36-45,Divorced,4,3
22417,36-45,Unknown,3,4
22418,60+,Divorced,2,4
22419,36-45,Married,4,6
22420,18-25,Married,5,3
22421,36-45,Divorced,1,6
22422,46-60,Single,5,5
22423,18-25,Unknown,1,1
22424,60+,Unknown,3,12
22425,60+,Divorced,5,6
22426,36-45,Unknown,2,5
22427,60+,Divorced,5,10
22428,36-45,Divorced,1,10
22429,26-35,Married,5,8
22430,46-60,Unknown,5,12
22431,18-25,Divorced,4,10
22432,60+,Unknown,5,5
22433,18-25,Married,5,6
22434,60+,Married,4,8
22435,60+,Divorced,1,7
22436,36-45,Unknown,4,12
22437,26-35,Unknown,3,11
22438,18-25,Married,4,2
22439,60+,Single,5,9
22440,60+,Divorced,2,12
22441,36-45,Unknown,2,6
22442,60+,Unknown,5,3
22443,26-35,Married,3,8
22444,36-45,Divorced,1,4
22445,46-60,Unknown,1,11
22446,36-45,Single,1,7
22447,46-60,Single,4,4
22448,60+,Married,2,2
22449,26-35,Divorced,5,9
22450,18-25,Divorced,4,6
22451,36-45,Single,2,7
22452,46-60,Single,4,9
22453,18-25,Divorced,3,1
22454,18-25,Single,3,4
22455,60+,Married,1,10
22456,36-45,Unknown,2,7
22457,60+,Married,3,4
22458,60+,Divorced,4,4
22459,36-45,Single,4,10
22460,18-25,Single,3,6
22461,18-25,Single,4,1
22462,18-25,Single,3,7
22463,18-25,Divorced,2,6
22464,26-35,Married,2,8
22465,26-35,Unknown,1,11
22466,18-25,Divorced,3,7
22467,18-25,Divorced,2,8
22468,46-60,Divorced,2,1
22469,26-35,Married,3,12
22470,18-25,Divorced,4,1
22471,36-45,Unknown,2,9
22472,18-25,Unknown,1,5
22473,18-25,Single,2,4
22474,46-60,Single,2,2
22475,60+,Single,3,8
22476,18-25,Married,4,9
22477,36-45,Married,5,11
22478,26-35,Single,4,11
22479,18-25,Married,3,10
22480,18-25,Married,4,7
22481,36-45,Divorced,2,10
22482,18-25,Unknown,4,2
22483,60+,Single,4,10
22484,26-35,Divorced,2,4
22485,36-45,Unknown,2,9
22486,60+,Divorced,2,9
22487,26-35,Single,5,11
22488,26-35,Married,2,8
22489,36-45,Single,3,5
22490,26-35,Married,2,5
22491,18-25,Single,3,4
22492,18-25,Married,2,12
22493,18-25,Married,5,4
22494,60+,Married,5,11
22495,60+,Divorced,4,7
22496,60+,Unknown,1,3
22497,46-60,Married,1,10
22498,46-60,Unknown,2,3
22499,18-25,Unknown,1,10
22500,26-35,Married,1,11
22501,36-45,Married,5,3
22502,18-25,Single,3,10
22503,36-45,Unknown,3,5
22504,60+,Married,4,5
22505,36-45,Single,2,7
22506,36-45,Single,4,11
22507,46-60,Married,2,3
22508,26-35,Married,5,12
22509,46-60,Unknown,5,12
22510,18-25,Single,1,9
22511,46-60,Single,4,2
22512,46-60,Unknown,4,7
22513,18-25,Single,1,4
22514,46-60,Divorced,3,12
22515,46-60,Unknown,2,8
22516,36-45,Single,2,2
22517,18-25,Married,1,2
22518,36-45,Single,4,6
22519,46-60,Unknown,5,8
22520,36-45,Single,5,6
22521,46-60,Married,2,4
22522,26-35,Married,5,2
22523,26-35,Unknown,5,3
22524,18-25,Unknown,5,2
22525,36-45,Single,3,12
22526,26-35,Single,1,9
22527,18-25,Divorced,5,2
22528,18-25,Married,4,8
22529,18-25,Unknown,4,3
22530,36-45,Married,5,2
22531,18-25,Single,4,4
22532,18-25,Single,1,8
22533,46-60,Married,3,8
22534,60+,Unknown,2,6
22535,36-45,Unknown,3,7
22536,26-35,Unknown,1,10
22537,26-35,Divorced,4,11
22538,18-25,Married,5,12
22539,26-35,Single,5,6
22540,18-25,Single,4,12
22541,18-25,Single,2,12
22542,26-35,Married,5,5
22543,60+,Married,3,3
22544,26-35,Single,2,11
22545,46-60,Married,5,10
22546,46-60,Single,3,7
22547,46-60,Divorced,2,8
22548,18-25,Unknown,4,5
22549,46-60,Unknown,2,2
22550,60+,Divorced,2,12
22551,18-25,Unknown,5,6
22552,18-25,Married,1,10
22553,36-45,Divorced,1,6
22554,36-45,Single,3,1
22555,26-35,Divorced,5,5
22556,60+,Unknown,1,1
22557,26-35,Unknown,4,8
22558,18-25,Single,4,1
22559,46-60,Married,4,11
22560,46-60,Married,5,3
22561,46-60,Single,5,5
22562,60+,Unknown,3,3
22563,36-45,Single,3,2
22564,36-45,Divorced,1,11
22565,60+,Married,4,3
22566,60+,Married,1,8
22567,18-25,Single,2,1
22568,36-45,Single,2,11
22569,46-60,Unknown,5,6
22570,18-25,Married,3,7
22571,60+,Divorced,1,1
22572,18-25,Married,3,3
22573,18-25,Divorced,4,2
22574,18-25,Divorced,4,4
22575,46-60,Divorced,4,1
22576,18-25,Unknown,3,3
22577,18-25,Unknown,1,2
22578,46-60,Single,4,2
22579,18-25,Unknown,3,12
22580,60+,Single,4,3
22581,36-45,Unknown,2,8
22582,18-25,Married,2,7
22583,36-45,Married,2,7
22584,36-45,Single,3,12
22585,36-45,Divorced,4,8
22586,18-25,Unknown,1,9
22587,46-60,Married,1,1
22588,36-45,Single,4,2
22589,60+,Unknown,5,7
22590,26-35,Unknown,2,4
22591,46-60,Married,5,6
22592,36-45,Unknown,2,12
22593,60+,Single,2,1
22594,18-25,Married,2,6
22595,18-25,Divorced,2,7
22596,26-35,Unknown,1,4
22597,18-25,Married,2,2
22598,18-25,Unknown,5,6
22599,46-60,Married,2,8
22600,18-25,Single,3,3
22601,18-25,Unknown,2,3
22602,46-60,Single,4,8
22603,60+,Divorced,4,7
22604,60+,Divorced,5,6
22605,46-60,Single,5,9
22606,36-45,Unknown,2,8
22607,60+,Single,4,8
22608,60+,Married,2,1
